35.2 47.2
35.2 47.3
35.2 47.4
35.2 47.5
35.2 47.6
35.2 47.7
35.2 47.8
35.2 47.9
35.2 48.0
35.3 46.0
35.3 46.1
35.3 46.2
35.3 46.3
35.3 46.4
35.3 46.5
35.3 46.6
35.3 46.7
35.3 46.8
35.3 46.9
35.3 47.0
35.3 47.1
35.3 47.2
35.3 47.3
35.3 47.4
35.3 47.5
35.3 47.6
35.3 47.7
35.3 47.8
35.3 47.9
35.3 48.0
35.4 46.0
35.4 46.1
35.4 46.2
35.4 46.3
35.4 46.4
35.4 46.5
35.4 46.6
35.4 46.7
35.4 46.8
35.4 46.9
35.4 47.0
35.4 47.1
35.4 47.2
35.4 47.3
35.4 47.4
35.4 47.5
35.4 47.6
35.4 47.7
35.4 47.8
35.4 47.9
35.4 48.0
35.5 46.0
35.5 46.1
35.5 46.2
35.5 46.3
35.5 46.4
35.5 46.5
35.5 46.6
35.5 46.7
35.5 46.8
35.5 46.9
35.5 47.0
35.5 47.1
35.5 47.2
35.5 47.3
35.5 47.4
35.5 47.5
35.5 47.6
35.5 47.7
35.5 47.8
35.5 47.9
35.5 48.0
